,Region,Major region,Year,variable,value
3961,Borough Of Poole,South West,2015,"Admissions per 100,000 population: men",562.2896544175993
3962,Bournemouth,South West,2015,"Admissions per 100,000 population: men",593.0209245639396
3963,Bristol,South West,2015,"Admissions per 100,000 population: men",707.0776412439075
3964,Cornwall,South West,2015,"Admissions per 100,000 population: men",1164.5519519565235
3965,Devon,South West,2015,"Admissions per 100,000 population: men",503.0603970787242
3966,Dorset,South West,2015,"Admissions per 100,000 population: men",544.584140215671
3967,Gloucestershire,South West,2015,"Admissions per 100,000 population: men",227.23447231105874
3968,North Somerset District,South West,2015,"Admissions per 100,000 population: men",626.577668692069
3969,Plymouth,South West,2015,"Admissions per 100,000 population: men",1348.32334863456
3970,Somerset,South West,2015,"Admissions per 100,000 population: men",459.7026976588298
3971,South Gloucestershire,South West,2015,"Admissions per 100,000 population: men",645.4272863568216
3972,Swindon,South West,2015,"Admissions per 100,000 population: men",397.9251713418973
3973,The Of The Isles Of Scilly,South West,2015,"Admissions per 100,000 population: men",881.8342151675485
3974,Torbay,South West,2015,"Admissions per 100,000 population: men",1030.0711799567275
3975,Wiltshire,South West,2015,"Admissions per 100,000 population: men",564.7191797865117
3976,Unknown,England,2016,"Admissions per 100,000 population: men",.
3977,Darlington,North East,2016,"Admissions per 100,000 population: men",281.37090155926376
3978,Durham,North East,2016,"Admissions per 100,000 population: men",390.22701614013556
3979,Gateshead,North East,2016,"Admissions per 100,000 population: men",417.48351905085985
3980,Hartlepool,North East,2016,"Admissions per 100,000 population: men",451.2575486097286
3981,Middlesbrough,North East,2016,"Admissions per 100,000 population: men",348.1058943981279
3982,Newcastle-Upon-Tyne,North East,2016,"Admissions per 100,000 population: men",464.7597144362992
3983,North Tyneside,North East,2016,"Admissions per 100,000 population: men",981.0527175466536
3984,Northumberland,North East,2016,"Admissions per 100,000 population: men",1052.454214353298
3985,Redcar & Cleveland,North East,2016,"Admissions per 100,000 population: men",329.15288846898187
3986,South Tyneside,North East,2016,"Admissions per 100,000 population: men",339.60583453958355
3987,Stockton-On-Tees,North East,2016,"Admissions per 100,000 population: men",327.0895341866409
3988,Sunderland,North East,2016,"Admissions per 100,000 population: men",407.7335942828337
3989,Blackburn With Darwen,North West,2016,"Admissions per 100,000 population: men",702.8290922018788
3990,Blackpool,North West,2016,"Admissions per 100,000 population: men",413.99475992646524
3991,Bolton,North West,2016,"Admissions per 100,000 population: men",546.1846233556893
3992,Bury,North West,2016,"Admissions per 100,000 population: men",513.4578277790496
3993,Cheshire East,North West,2016,"Admissions per 100,000 population: men",351.44205844634234
3994,Cheshire West And Chester,North West,2016,"Admissions per 100,000 population: men",641.3900491855953
3995,Cumbria,North West,2016,"Admissions per 100,000 population: men",439.9466681888794
3996,Halton,North West,2016,"Admissions per 100,000 population: men",812.6257055732174
3997,Knowsley,North West,2016,"Admissions per 100,000 population: men",955.528414397586
3998,Lancashire,North West,2016,"Admissions per 100,000 population: men",633.7159499743019
3999,Liverpool,North West,2016,"Admissions per 100,000 population: men",590.3207893725172
4000,Manchester,North West,2016,"Admissions per 100,000 population: men",425.7761861858437
4001,Oldham Metropolitian,North West,2016,"Admissions per 100,000 population: men",674.0174284189934
4002,Rochdale,North West,2016,"Admissions per 100,000 population: men",659.2524650309562
4003,Salford,North West,2016,"Admissions per 100,000 population: men",1296.3084819372245
4004,Sefton,North West,2016,"Admissions per 100,000 population: men",816.155458182511
4005,St Helens,North West,2016,"Admissions per 100,000 population: men",924.3397983467653
4006,Stockport,North West,2016,"Admissions per 100,000 population: men",637.2741205403286
4007,Tameside,North West,2016,"Admissions per 100,000 population: men",658.2040432534086
4008,Trafford,North West,2016,"Admissions per 100,000 population: men",463.3855227129116
4009,Warrington,North West,2016,"Admissions per 100,000 population: men",618.1278440716364
4010,Wigan,North West,2016,"Admissions per 100,000 population: men",863.248829120679
4011,Wirral,North West,2016,"Admissions per 100,000 population: men",2273.6235107022567
4012,Yorkshire And The Humber,North West,2016,"Admissions per 100,000 population: men",527.2196150229196
4013,Barnsley,North West,2016,"Admissions per 100,000 population: men",319.7285291635049
4014,Calderdale,North West,2016,"Admissions per 100,000 population: men",416.24435413243066
4015,City Of Bradford,North West,2016,"Admissions per 100,000 population: men",1183.8389272060094
4016,Doncaster,North West,2016,"Admissions per 100,000 population: men",336.0295387230878
4017,East Riding Of Yorkshire,North West,2016,"Admissions per 100,000 population: men",299.6984851603841
4018,Kingston-Upon-Hull,North West,2016,"Admissions per 100,000 population: men",221.15682029075165
4019,Kirklees,North West,2016,"Admissions per 100,000 population: men",429.24897848125613
4020,Leeds,North West,2016,"Admissions per 100,000 population: men",461.697215987064
4021,North East Lincolnshire,North West,2016,"Admissions per 100,000 population: men",645.5234353073253
4022,North Lincolnshire,North West,2016,"Admissions per 100,000 population: men",270.376972495723
4023,Rotherham,North Yorkshire,2016,"Admissions per 100,000 population: men",501.65522746660196
4024,Sheffield,North Yorkshire,2016,"Admissions per 100,000 population: men",323.02491548766744
4025,Wakefield,North Yorkshire,2016,"Admissions per 100,000 population: men",943.639647609569
4026,York,North Yorkshire,2016,"Admissions per 100,000 population: men",534.5291838920532
4027,Derby,East Midlands,2016,"Admissions per 100,000 population: men",259.92722037829407
4028,Derbyshire,East Midlands,2016,"Admissions per 100,000 population: men",511.34539436763094
4029,Leicester,East Midlands,2016,"Admissions per 100,000 population: men",264.74314536370804
4030,Leicestershire,East Midlands,2016,"Admissions per 100,000 population: men",300.44749430420535
4031,Lincolnshire,East Midlands,2016,"Admissions per 100,000 population: men",631.7987649551835
4032,Northamptonshire,East Midlands,2016,"Admissions per 100,000 population: men",460.79416724869253
4033,Nottingham,East Midlands,2016,"Admissions per 100,000 population: men",698.8335969450449
4034,Nottinghamshire,East Midlands,2016,"Admissions per 100,000 population: men",681.5726884087002
4035,Rutland,East Midlands,2016,"Admissions per 100,000 population: men",276.15833077631174
4036,Birmingham,West Midlands,2016,"Admissions per 100,000 population: men",366.82732992383825
4037,Coventry,West Midlands,2016,"Admissions per 100,000 population: men",928.5676312665024
4038,Dudley,West Midlands,2016,"Admissions per 100,000 population: men",661.4831147731229
4039,Herefordshire,West Midlands,2016,"Admissions per 100,000 population: men",453.9608080502383
4040,Sandwell,West Midlands,2016,"Admissions per 100,000 population: men",456.0252252943697
4041,Shropshire,West Midlands,2016,"Admissions per 100,000 population: men",385.00809687636166
4042,Solihull,West Midlands,2016,"Admissions per 100,000 population: men",225.6317689530686
4043,Staffordshire,West Midlands,2016,"Admissions per 100,000 population: men",418.01125000585444
4044,Stoke-On-Trent,West Midlands,2016,"Admissions per 100,000 population: men",442.9342394563262
4045,Telford And Wrekin,West Midlands,2016,"Admissions per 100,000 population: men",432.3075457317073
4046,Walsall,West Midlands,2016,"Admissions per 100,000 population: men",430.08037080504505
4047,Warwickshire,West Midlands,2016,"Admissions per 100,000 population: men",806.4338518687094
4048,Wolverhampton,West Midlands,2016,"Admissions per 100,000 population: men",696.2263095209547
4049,Worcestershire,West Midlands,2016,"Admissions per 100,000 population: men",1258.866561555365
4050,East Of England,West Midlands,2016,"Admissions per 100,000 population: men",617.0057852520124
4051,Bedford,West Midlands,2016,"Admissions per 100,000 population: men",459.7957564941503
4052,Cambridgeshire,West Midlands,2016,"Admissions per 100,000 population: men",603.3484587701455
4053,Central Bedfordshire,West Midlands,2016,"Admissions per 100,000 population: men",657.4355510525722
4054,Essex,West Midlands,2016,"Admissions per 100,000 population: men",488.6116880833356
4055,Hertfordshire,West Midlands,2016,"Admissions per 100,000 population: men",765.9541347371699
4056,Luton,West Midlands,2016,"Admissions per 100,000 population: men",904.8455749011058
4057,Norfolk,West Midlands,2016,"Admissions per 100,000 population: men",519.0078501097901
4058,Peterborough,West Midlands,2016,"Admissions per 100,000 population: men",415.9996629876148
4059,Southend-On-Sea,West Midlands,2016,"Admissions per 100,000 population: men",275.17886626307103
4060,Suffolk,West Midlands,2016,"Admissions per 100,000 population: men",761.5926755368199
4061,Thurrock,West Midlands,2016,"Admissions per 100,000 population: men",928.8272157564905
4062,Corporation Of The Of London,London,2016,"Admissions per 100,000 population: men",199.95556542990448
4063,Barking And Dagenham,London,2016,"Admissions per 100,000 population: men",447.7966136670828
4064,Barnet,London,2016,"Admissions per 100,000 population: men",347.7183698528173
4065,Bexley,London,2016,"Admissions per 100,000 population: men",491.46426933626367
4066,Brent,London,2016,"Admissions per 100,000 population: men",592.2478329393223
4067,Bromley,London,2016,"Admissions per 100,000 population: men",234.47418193123818
4068,Camden,London,2016,"Admissions per 100,000 population: men",380.166279935954
4069,Croydon,London,2016,"Admissions per 100,000 population: men",233.94824648392768
4070,Ealing,London,2016,"Admissions per 100,000 population: men",438.5939365698809
4071,Enfield,London,2016,"Admissions per 100,000 population: men",638.3154051432882
4072,Greenwich,London,2016,"Admissions per 100,000 population: men",348.41134825534317
4073,Hackney,London,2016,"Admissions per 100,000 population: men",400.11322515740596
4074,Hammersmith And Fulham,London,2016,"Admissions per 100,000 population: men",254.38003460485155
4075,Haringey,London,2016,"Admissions per 100,000 population: men",410.1783903108406
4076,Harrow,London,2016,"Admissions per 100,000 population: men",655.6706094216838
4077,Havering,London,2016,"Admissions per 100,000 population: men",529.633233216295
4078,Hillingdon,London,2016,"Admissions per 100,000 population: men",451.99906860797984
4079,Hounslow,London,2016,"Admissions per 100,000 population: men",286.51589232956024
4080,Islington,London,2016,"Admissions per 100,000 population: men",478.8601855469637
4081,Lambeth,London,2016,"Admissions per 100,000 population: men",312.7663841949556
4082,Lewisham,London,2016,"Admissions per 100,000 population: men",216.69302750120193
4083,Merton,London,2016,"Admissions per 100,000 population: men",250.09253423766793
4084,Newham,London,2016,"Admissions per 100,000 population: men",312.08624929071306
4085,Redbridge,London,2016,"Admissions per 100,000 population: men",364.3827879071754
4086,Richmond Upon Thames,London,2016,"Admissions per 100,000 population: men",250.9250202015906
4087,Southwark,London,2016,"Admissions per 100,000 population: men",356.72136394247116
4088,Sutton,London,2016,"Admissions per 100,000 population: men",248.68404691839018
4089,Tower Hamlets,London,2016,"Admissions per 100,000 population: men",224.5829902204316
4090,Waltham Forest,London,2016,"Admissions per 100,000 population: men",417.5505691834234
4091,Wandsworth,London,2016,"Admissions per 100,000 population: men",198.64018130915875
4092,Royal Of Kensington And Chelsea,London,2016,"Admissions per 100,000 population: men",198.04030702719496
4093,Royal Of Kingston-Upon-Thames,London,2016,"Admissions per 100,000 population: men",218.1914090129836
