,Region,Major region,Year,variable,quantity
1483,Newham,London,2017,Admissions count: men,623.0
1484,Redbridge,London,2017,Admissions count: men,556.0
1485,Richmond Upon Thames,London,2017,Admissions count: men,213.0
1420,Rotherham,North Yorkshire,2017,Admissions count: men,803.0
1486,Southwark,London,2017,Admissions count: men,657.0
1488,Tower Hamlets,London,2017,Admissions count: men,430.0
1489,Waltham Forest,London,2017,Admissions count: men,516.0
1490,Wandsworth,London,2017,Admissions count: men,462.0
1491,Westminster,London,2017,Admissions count: men,328.0
1492,Bracknell Forest,South East,2017,Admissions count: men,320.0
1493,Brighton And Hove,South East,2017,Admissions count: men,793.0
1494,Buckinghamshire,South East,2017,Admissions count: men,1873.0
1495,East Sussex,South East,2017,Admissions count: men,1232.0
1496,Hampshire,South East,2017,Admissions count: men,3819.0
1497,Isle Of Wight,South East,2017,Admissions count: men,779.0
1498,Kent,South East,2017,Admissions count: men,4134.0
1487,Sutton,London,2017,Admissions count: men,339.0
535,Central Bedfordshire,West Midlands,2017,Total admissions,1747.0
1419,North Lincolnshire,North West,2017,Admissions count: men,279.0
1417,Leeds,North West,2017,Admissions count: men,2379.0
564,Kingston Upon Thames,London,2017,Total admissions,663.0
565,Lambeth,London,2017,Total admissions,1911.0
566,Lewisham,London,2017,Total admissions,1353.0
567,Merton,London,2017,Total admissions,988.0
568,Newham,London,2017,Total admissions,2017.0
569,Redbridge,London,2017,Total admissions,1472.0
570,Richmond Upon Thames,London,2017,Total admissions,594.0
571,Southwark,London,2017,Total admissions,2102.0
572,Sutton,London,2017,Total admissions,1093.0
573,Tower Hamlets,London,2017,Total admissions,1347.0
574,Waltham Forest,London,2017,Total admissions,1725.0
575,Wandsworth,London,2017,Total admissions,1151.0
576,Westminster,London,2017,Total admissions,1049.0
577,Bracknell Forest,South East,2017,Total admissions,776.0
578,Brighton And Hove,South East,2017,Total admissions,2093.0
579,Buckinghamshire,South East,2017,Total admissions,4549.0
580,East Sussex,South East,2017,Total admissions,3223.0
581,Hampshire,South East,2017,Total admissions,10251.0
582,Isle Of Wight,South East,2017,Total admissions,1941.0
583,Kent,South East,2017,Total admissions,10471.0
584,Medway,South East,2017,Total admissions,3641.0
585,Milton Keynes,South East,2017,Total admissions,2108.0
586,Oxfordshire,South East,2017,Total admissions,3700.0
563,Kensington And Chelsea,London,2017,Total admissions,504.0
587,Portsmouth,South East,2017,Total admissions,1725.0
562,Islington,London,2017,Total admissions,1590.0
560,Hillingdon,London,2017,Total admissions,2697.0
537,Hertfordshire,West Midlands,2017,Total admissions,11866.0
538,Luton,West Midlands,2017,Total admissions,2081.0
539,Norfolk,West Midlands,2017,Total admissions,7349.0
540,Peterborough,West Midlands,2017,Total admissions,1178.0
541,Southend-On-Sea,West Midlands,2017,Total admissions,585.0
542,Suffolk,West Midlands,2017,Total admissions,9441.0
543,Thurrock,West Midlands,2017,Total admissions,1000.0
544,Barking And Dagenham,London,2017,Total admissions,1365.0
545,Barnet,London,2017,Total admissions,1639.0
546,Bexley,London,2017,Total admissions,1805.0
547,Brent,London,2017,Total admissions,3299.0
548,Bromley,London,2017,Total admissions,1517.0
549,Camden,London,2017,Total admissions,804.0
550,City Of London,London,2017,Total admissions,26.0
551,Croydon,London,2017,Total admissions,2525.0
552,Ealing,London,2017,Total admissions,2929.0
553,Enfield,London,2017,Total admissions,2455.0
554,Greenwich,London,2017,Total admissions,1627.0
555,Hackney,London,2017,Total admissions,2957.0
556,Hammersmith And Fulham,London,2017,Total admissions,959.0
557,Haringey,London,2017,Total admissions,2034.0
558,Harrow,London,2017,Total admissions,2306.0
559,Havering,London,2017,Total admissions,1475.0
561,Hounslow,London,2017,Total admissions,1289.0
588,Reading,South East,2017,Total admissions,712.0
589,Slough,South East,2017,Total admissions,2945.0
590,Southampton,South East,2017,Total admissions,5667.0
1396,Liverpool,North West,2017,Admissions count: men,1425.0
1397,Manchester,North West,2017,Admissions count: men,1088.0
5184,Torbay,South West,2017,"Admissions per 100,000 population: women",3022.0
5185,Wiltshire,South West,2017,"Admissions per 100,000 population: women",1354.0
1398,Oldham,North West,2017,Admissions count: men,813.0
1399,Rochdale,North West,2017,Admissions count: men,690.0
1400,Salford,North West,2017,Admissions count: men,1255.0
1401,Sefton,North West,2017,Admissions count: men,1145.0
1402,St. Helens,North West,2017,Admissions count: men,833.0
1403,Stockport,North West,2017,Admissions count: men,1436.0
1404,Tameside,North West,2017,Admissions count: men,789.0
1405,Trafford,North West,2017,Admissions count: men,412.0
1406,Warrington,North West,2017,Admissions count: men,649.0
1407,Wigan,North West,2017,Admissions count: men,1796.0
1408,Wirral,North West,2017,Admissions count: men,3309.0
1409,Yorkshire And The Humber,North West,2017,Admissions count: men,17007.0
1410,Barnsley,North West,2017,Admissions count: men,482.0
1411,Bradford,North West,2017,Admissions count: men,2539.0
1412,Calderdale,North West,2017,Admissions count: men,514.0
1413,Doncaster,North West,2017,Admissions count: men,550.0
1414,East Riding Of Yorkshire,North West,2017,Admissions count: men,822.0
1415,Kingston Upon Hull,North West,2017,Admissions count: men,356.0
1416,Kirklees,North West,2017,Admissions count: men,1161.0
1395,Lancashire,North West,2017,Admissions count: men,4452.0
1394,Knowsley,North West,2017,Admissions count: men,664.0
1393,Halton,North West,2017,Admissions count: men,533.0
1392,Cumbria,North West,2017,Admissions count: men,1168.0
591,Surrey,South East,2017,Total admissions,4925.0
592,West Berkshire,South East,2017,Total admissions,660.0
593,Windsor And Maidenhead,West Sussex,2017,Total admissions,2040.0
594,Wokingham,West Sussex,2017,Total admissions,598.0
595,Bath And North East Somerset,South West,2017,Total admissions,1777.0
596,Bournemouth,South West,2017,Total admissions,3450.0
597,Bristol,South West,2017,Total admissions,7614.0
598,Cornwall,South West,2017,Total admissions,12291.0
599,Devon,South West,2017,Total admissions,7218.0
600,Dorset,South West,2017,Total admissions,4779.0
601,Gloucestershire,South West,2017,Total admissions,3610.0
1418,North East Lincolnshire,North West,2017,Admissions count: men,564.0
602,Isles Of Scilly,South West,2017,Total admissions,26.0
604,Plymouth,South West,2017,Total admissions,2419.0
605,Poole,South West,2017,Total admissions,2163.0
606,Somerset,South West,2017,Total admissions,5229.0
607,South Gloucestershire,South West,2017,Total admissions,3742.0
608,Swindon,South West,2017,Total admissions,2521.0
609,Torbay,South West,2017,Total admissions,2920.0
610,Wiltshire,South West,2017,Total admissions,4982.0
1388,Bolton,North West,2017,Admissions count: men,906.0
1389,Bury,North West,2017,Admissions count: men,519.0
1390,Cheshire East,North West,2017,Admissions count: men,750.0
1391,Cheshire West And Chester,North West,2017,Admissions count: men,1103.0
603,North Somerset,South West,2017,Total admissions,2548.0
2440,Wiltshire,South West,2017,Admissions count: women,3203.0
2409,Buckinghamshire,South East,2017,Admissions count: women,2675.0
5081,Sheffield,North Yorkshire,2017,"Admissions per 100,000 population: women",1132.0
5064,Tameside,North West,2017,"Admissions per 100,000 population: women",1476.0
5065,Trafford,North West,2017,"Admissions per 100,000 population: women",897.0
5066,Warrington,North West,2017,"Admissions per 100,000 population: women",729.0
5067,Wigan,North West,2017,"Admissions per 100,000 population: women",1850.0
5068,Wirral,North West,2017,"Admissions per 100,000 population: women",3687.0
5069,Yorkshire And The Humber,North West,2017,"Admissions per 100,000 population: women",1536.0
5070,Barnsley,North West,2017,"Admissions per 100,000 population: women",625.0
5071,Bradford,North West,2017,"Admissions per 100,000 population: women",2625.0
5072,Calderdale,North West,2017,"Admissions per 100,000 population: women",1057.0
5063,Stockport,North West,2017,"Admissions per 100,000 population: women",1819.0
5073,Doncaster,North West,2017,"Admissions per 100,000 population: women",1662.0
5075,Kingston Upon Hull,North West,2017,"Admissions per 100,000 population: women",817.0
5076,Kirklees,North West,2017,"Admissions per 100,000 population: women",1609.0
5077,Leeds,North West,2017,"Admissions per 100,000 population: women",1463.0
5078,North East Lincolnshire,North West,2017,"Admissions per 100,000 population: women",2088.0
5079,North Lincolnshire,North West,2017,"Admissions per 100,000 population: women",940.0
5080,Rotherham,North Yorkshire,2017,"Admissions per 100,000 population: women",1608.0
5121,Bexley,London,2017,"Admissions per 100,000 population: women",926.0
5082,Wakefield,North Yorkshire,2017,"Admissions per 100,000 population: women",2894.0
5083,York,North Yorkshire,2017,"Admissions per 100,000 population: women",1718.0
5074,East Riding Of Yorkshire,North West,2017,"Admissions per 100,000 population: women",962.0
5084,Derby,East Midlands,2017,"Admissions per 100,000 population: women",2160.0
5062,St. Helens,North West,2017,"Admissions per 100,000 population: women",1466.0
5060,Salford,North West,2017,"Admissions per 100,000 population: women",2277.0
5040,North Tyneside,North East,2017,"Admissions per 100,000 population: women",1623.0
5041,Northumberland,North East,2017,"Admissions per 100,000 population: women",1617.0
5042,Redcar And Cleveland,North East,2017,"Admissions per 100,000 population: women",648.0
5043,South Tyneside,North East,2017,"Admissions per 100,000 population: women",589.0
5044,Stockton-On-Tees,North East,2017,"Admissions per 100,000 population: women",682.0
5045,Sunderland,North East,2017,"Admissions per 100,000 population: women",1054.0
5046,Blackburn With Darwen,North West,2017,"Admissions per 100,000 population: women",2342.0
5047,Blackpool,North West,2017,"Admissions per 100,000 population: women",919.0
5048,Bolton,North West,2017,"Admissions per 100,000 population: women",936.0
5061,Sefton,North West,2017,"Admissions per 100,000 population: women",1310.0
5049,Bury,North West,2017,"Admissions per 100,000 population: women",637.0
5051,Cheshire West And Chester,North West,2017,"Admissions per 100,000 population: women",2190.0
5052,Cumbria,North West,2017,"Admissions per 100,000 population: women",913.0
5053,Halton,North West,2017,"Admissions per 100,000 population: women",1474.0
5054,Knowsley,North West,2017,"Admissions per 100,000 population: women",1621.0
5055,Lancashire,North West,2017,"Admissions per 100,000 population: women",1398.0
5056,Liverpool,North West,2017,"Admissions per 100,000 population: women",1124.0
5057,Manchester,North West,2017,"Admissions per 100,000 population: women",1486.0
5058,Oldham,North West,2017,"Admissions per 100,000 population: women",964.0
5059,Rochdale,North West,2017,"Admissions per 100,000 population: women",934.0
5050,Cheshire East,North West,2017,"Admissions per 100,000 population: women",1209.0
5085,Derbyshire,East Midlands,2017,"Admissions per 100,000 population: women",1849.0
5086,Leicester,East Midlands,2017,"Admissions per 100,000 population: women",942.0
5087,Leicestershire,East Midlands,2017,"Admissions per 100,000 population: women",845.0
5099,Solihull,West Midlands,2017,"Admissions per 100,000 population: women",1715.0
5100,Staffordshire,West Midlands,2017,"Admissions per 100,000 population: women",1347.0
5101,Stoke-On-Trent,West Midlands,2017,"Admissions per 100,000 population: women",1804.0
5102,Telford And Wrekin,West Midlands,2017,"Admissions per 100,000 population: women",1683.0
5103,Walsall,West Midlands,2017,"Admissions per 100,000 population: women",2376.0
5104,Warwickshire,West Midlands,2017,"Admissions per 100,000 population: women",1854.0
5105,Wolverhampton,West Midlands,2017,"Admissions per 100,000 population: women",2690.0
5106,Worcestershire,West Midlands,2017,"Admissions per 100,000 population: women",2707.0
5107,East Of England,West Midlands,2017,"Admissions per 100,000 population: women",1037.0
5098,Shropshire,West Midlands,2017,"Admissions per 100,000 population: women",1252.0
5108,Bedford,West Midlands,2017,"Admissions per 100,000 population: women",613.0
5110,Central Bedfordshire,West Midlands,2017,"Admissions per 100,000 population: women",801.0
5111,Essex,West Midlands,2017,"Admissions per 100,000 population: women",681.0
5112,Hertfordshire,West Midlands,2017,"Admissions per 100,000 population: women",1319.0
5113,Luton,West Midlands,2017,"Admissions per 100,000 population: women",1514.0
5114,Norfolk,West Midlands,2017,"Admissions per 100,000 population: women",1077.0
5115,Peterborough,West Midlands,2017,"Admissions per 100,000 population: women",839.0
5116,Southend-On-Sea,West Midlands,2017,"Admissions per 100,000 population: women",367.0
5117,Suffolk,West Midlands,2017,"Admissions per 100,000 population: women",1678.0
5118,Thurrock,West Midlands,2017,"Admissions per 100,000 population: women",762.0
5109,Cambridgeshire,West Midlands,2017,"Admissions per 100,000 population: women",1021.0
5097,Sandwell,West Midlands,2017,"Admissions per 100,000 population: women",1478.0
5096,Herefordshire,West Midlands,2017,"Admissions per 100,000 population: women",885.0
5095,Dudley,West Midlands,2017,"Admissions per 100,000 population: women",2423.0
5088,Lincolnshire,East Midlands,2017,"Admissions per 100,000 population: women",1338.0
5089,Northamptonshire,East Midlands,2017,"Admissions per 100,000 population: women",1191.0
1387,Blackpool,North West,2017,Admissions count: men,372.0
1386,Blackburn With Darwen,North West,2017,Admissions count: men,701.0
1385,Sunderland,North East,2017,Admissions count: men,597.0
1384,Stockton-On-Tees,North East,2017,Admissions count: men,365.0
1383,South Tyneside,North East,2017,Admissions count: men,262.0
1382,Redcar And Cleveland,North East,2017,Admissions count: men,289.0
1381,Northumberland,North East,2017,Admissions count: men,1586.0
1380,North Tyneside,North East,2017,Admissions count: men,953.0
1379,Newcastle-Upon-Tyne,North East,2017,Admissions count: men,519.0
1378,Middlesbrough,North East,2017,Admissions count: men,298.0
1377,Hartlepool,North East,2017,Admissions count: men,208.0
1376,Gateshead,North East,2017,Admissions count: men,405.0
